,Amount,Detailed Head,Detailed Head Description,District,Group Sub Head,Group Sub Head Description,Head of Account,Major Head,Major Head Description,Major Head Type,Minor Head,Minor Head Description,Month,Plan/Non Plan,Sub Detailed Head,Sub Detailed Head Description,Sub Head,Sub Head Description,Sub Major Head,Sub Major Head Description,Voted/Charged,Year
3691,0.0,310.0,Grants-in-Aid,VISAKHAPATNAM,0.0,Not Applicable,2202011020004310312NVN,2202.0,General Education,P,102.0,"Assistance to Non-Govt., Primary Schools",AUG,N,312.0,Other Grants-in-Aid,4.0,Assistane to Aided Primary Schools,1.0,Elementary Education,V,2014
3743,2910552.0,10.0,Salaries,VISAKHAPATNAM,0.0,Not Applicable,2202021090004010011NVN,2202.0,General Education,P,109.0,Government Secondary Schools,AUG,N,11.0,Pay,4.0,Government Secondary Schools,2.0,Secondary Education,V,2014
3744,49268.0,10.0,Salaries,VISAKHAPATNAM,0.0,Not Applicable,2202021090004010012NVN,2202.0,General Education,P,109.0,Government Secondary Schools,AUG,N,12.0,Allowances,4.0,Government Secondary Schools,2.0,Secondary Education,V,2014
3745,2069907.0,10.0,Salaries,VISAKHAPATNAM,0.0,Not Applicable,2202021090004010013NVN,2202.0,General Education,P,109.0,Government Secondary Schools,AUG,N,13.0,Dearness Allowance,4.0,Government Secondary Schools,2.0,Secondary Education,V,2014
3746,758491.0,10.0,Salaries,VISAKHAPATNAM,0.0,Not Applicable,2202021090004010015NVN,2202.0,General Education,P,109.0,Government Secondary Schools,AUG,N,15.0,Interim Relief,4.0,Government Secondary Schools,2.0,Secondary Education,V,2014
3747,521326.0,10.0,Salaries,VISAKHAPATNAM,0.0,Not Applicable,2202021090004010016NVN,2202.0,General Education,P,109.0,Government Secondary Schools,AUG,N,16.0,House Rent Allowance,4.0,Government Secondary Schools,2.0,Secondary Education,V,2014
3748,28149.0,10.0,Salaries,VISAKHAPATNAM,0.0,Not Applicable,2202021090004010017NVN,2202.0,General Education,P,109.0,Government Secondary Schools,AUG,N,17.0,Medical Reimbursement,4.0,Government Secondary Schools,2.0,Secondary Education,V,2014
3749,48143.0,10.0,Salaries,VISAKHAPATNAM,0.0,Not Applicable,2202021090004010018NVN,2202.0,General Education,P,109.0,Government Secondary Schools,AUG,N,18.0,Encashment of Earned Leave,4.0,Government Secondary Schools,2.0,Secondary Education,V,2014
3750,0.0,130.0,Office Expenses,VISAKHAPATNAM,0.0,Not Applicable,2202021090004130133NVN,2202.0,General Education,P,109.0,Government Secondary Schools,AUG,N,133.0,Water and Electricity Charges,4.0,Government Secondary Schools,2.0,Secondary Education,V,2014
3751,134003.0,310.0,Grants-in-Aid,VISAKHAPATNAM,0.0,Not Applicable,2202021090004310311NVN,2202.0,General Education,P,109.0,Government Secondary Schools,AUG,N,311.0,Grants-in-Aid towards Salaries,4.0,Government Secondary Schools,2.0,Secondary Education,V,2014
3759,10099609.0,310.0,Grants-in-Aid,VISAKHAPATNAM,0.0,Not Applicable,2202021100004310311NVN,2202.0,General Education,P,110.0,Assistance to Non-Government Secondary Schools,AUG,N,311.0,Grants-in-Aid towards Salaries,4.0,Assistance to Aided Secondary Schools,2.0,Secondary Education,V,2014
3760,0.0,310.0,Grants-in-Aid,VISAKHAPATNAM,0.0,Not Applicable,2202021100004310312NVN,2202.0,General Education,P,110.0,Assistance to Non-Government Secondary Schools,AUG,N,312.0,Other Grants-in-Aid,4.0,Assistance to Aided Secondary Schools,2.0,Secondary Education,V,2014
4393,0.0,10.0,Salaries,VISAKHAPATNAM,0.0,Not Applicable,2211001030004010011NVN,2211.0,Family Welfare,P,103.0,Maternity and Child Health,AUG,N,11.0,Pay,4.0,Maternity and Child Health Centres,0.0,Not Applicable,V,2014
4394,0.0,10.0,Salaries,VISAKHAPATNAM,0.0,Not Applicable,2211001030004010012NVN,2211.0,Family Welfare,P,103.0,Maternity and Child Health,AUG,N,12.0,Allowances,4.0,Maternity and Child Health Centres,0.0,Not Applicable,V,2014
4395,0.0,10.0,Salaries,VISAKHAPATNAM,0.0,Not Applicable,2211001030004010013NVN,2211.0,Family Welfare,P,103.0,Maternity and Child Health,AUG,N,13.0,Dearness Allowance,4.0,Maternity and Child Health Centres,0.0,Not Applicable,V,2014
4396,0.0,10.0,Salaries,VISAKHAPATNAM,0.0,Not Applicable,2211001030004010015NVN,2211.0,Family Welfare,P,103.0,Maternity and Child Health,AUG,N,15.0,Interim Relief,4.0,Maternity and Child Health Centres,0.0,Not Applicable,V,2014
4397,0.0,10.0,Salaries,VISAKHAPATNAM,0.0,Not Applicable,2211001030004010016NVN,2211.0,Family Welfare,P,103.0,Maternity and Child Health,AUG,N,16.0,House Rent Allowance,4.0,Maternity and Child Health Centres,0.0,Not Applicable,V,2014
4398,0.0,10.0,Salaries,VISAKHAPATNAM,0.0,Not Applicable,2211001030004010018NVN,2211.0,Family Welfare,P,103.0,Maternity and Child Health,AUG,N,18.0,Encashment of Earned Leave,4.0,Maternity and Child Health Centres,0.0,Not Applicable,V,2014
4814,178643.0,10.0,Salaries,VISAKHAPATNAM,11.0,State Development Schemes,2225032771122010011NVN,2225.0,"Welfare of Scheduled Castes, Scheduled Tribes, Other Backward Classes and Minorities",P,277.0,Education,AUG,P,11.0,Pay,22.0,College Hostels for Boys and Girls,3.0,Welfare of Backward Classes,V,2014
4815,5289.0,10.0,Salaries,VISAKHAPATNAM,11.0,State Development Schemes,2225032771122010012NVN,2225.0,"Welfare of Scheduled Castes, Scheduled Tribes, Other Backward Classes and Minorities",P,277.0,Education,AUG,P,12.0,Allowances,22.0,College Hostels for Boys and Girls,3.0,Welfare of Backward Classes,V,2014
4816,128459.0,10.0,Salaries,VISAKHAPATNAM,11.0,State Development Schemes,2225032771122010013NVN,2225.0,"Welfare of Scheduled Castes, Scheduled Tribes, Other Backward Classes and Minorities",P,277.0,Education,AUG,P,13.0,Dearness Allowance,22.0,College Hostels for Boys and Girls,3.0,Welfare of Backward Classes,V,2014
4817,48234.0,10.0,Salaries,VISAKHAPATNAM,11.0,State Development Schemes,2225032771122010015NVN,2225.0,"Welfare of Scheduled Castes, Scheduled Tribes, Other Backward Classes and Minorities",P,277.0,Education,AUG,P,15.0,Interim Relief,22.0,College Hostels for Boys and Girls,3.0,Welfare of Backward Classes,V,2014
4818,33420.0,10.0,Salaries,VISAKHAPATNAM,11.0,State Development Schemes,2225032771122010016NVN,2225.0,"Welfare of Scheduled Castes, Scheduled Tribes, Other Backward Classes and Minorities",P,277.0,Education,AUG,P,16.0,House Rent Allowance,22.0,College Hostels for Boys and Girls,3.0,Welfare of Backward Classes,V,2014
4819,26937.0,130.0,Office Expenses,VISAKHAPATNAM,11.0,State Development Schemes,2225032771122130132NVN,2225.0,"Welfare of Scheduled Castes, Scheduled Tribes, Other Backward Classes and Minorities",P,277.0,Education,AUG,P,132.0,Other Office Expenses,22.0,College Hostels for Boys and Girls,3.0,Welfare of Backward Classes,V,2014
4820,50397.0,130.0,Office Expenses,VISAKHAPATNAM,11.0,State Development Schemes,2225032771122130133NVN,2225.0,"Welfare of Scheduled Castes, Scheduled Tribes, Other Backward Classes and Minorities",P,277.0,Education,AUG,P,133.0,Water and Electricity Charges,22.0,College Hostels for Boys and Girls,3.0,Welfare of Backward Classes,V,2014
4821,131795.0,140.0,"Rents, Rates and Taxes",VISAKHAPATNAM,11.0,State Development Schemes,2225032771122140000NVN,2225.0,"Welfare of Scheduled Castes, Scheduled Tribes, Other Backward Classes and Minorities",P,277.0,Education,AUG,P,0.0,Not Applicable,22.0,College Hostels for Boys and Girls,3.0,Welfare of Backward Classes,V,2014
4822,0.0,210.0,Supplies and Materials,VISAKHAPATNAM,11.0,State Development Schemes,2225032771122210211NVN,2225.0,"Welfare of Scheduled Castes, Scheduled Tribes, Other Backward Classes and Minorities",P,277.0,Education,AUG,P,211.0,Materials and Supplies,22.0,College Hostels for Boys and Girls,3.0,Welfare of Backward Classes,V,2014
4823,314226.0,230.0,Cost of Ration/Diet Charges,VISAKHAPATNAM,11.0,State Development Schemes,2225032771122230000NVN,2225.0,"Welfare of Scheduled Castes, Scheduled Tribes, Other Backward Classes and Minorities",P,277.0,Education,AUG,P,0.0,Not Applicable,22.0,College Hostels for Boys and Girls,3.0,Welfare of Backward Classes,V,2014
4824,0.0,300.0,Other Contractual Services,VISAKHAPATNAM,11.0,State Development Schemes,2225032771122300000NVN,2225.0,"Welfare of Scheduled Castes, Scheduled Tribes, Other Backward Classes and Minorities",P,277.0,Education,AUG,P,0.0,Not Applicable,22.0,College Hostels for Boys and Girls,3.0,Welfare of Backward Classes,V,2014
4825,65018.0,500.0,Other Charges,VISAKHAPATNAM,11.0,State Development Schemes,2225032771122500503NVN,2225.0,"Welfare of Scheduled Castes, Scheduled Tribes, Other Backward Classes and Minorities",P,277.0,Education,AUG,P,503.0,Other Expenditure,22.0,College Hostels for Boys and Girls,3.0,Welfare of Backward Classes,V,2014
5025,40445.0,10.0,Salaries,VISAKHAPATNAM,0.0,Not Applicable,2235021020010010011NVN,2235.0,Social Security and Welfare,P,102.0,Child Welfare,AUG,N,11.0,Pay,10.0,Services for Children in need of Care and Protection,2.0,Social Welfare,V,2014
5026,3588.0,10.0,Salaries,VISAKHAPATNAM,0.0,Not Applicable,2235021020010010012NVN,2235.0,Social Security and Welfare,P,102.0,Child Welfare,AUG,N,12.0,Allowances,10.0,Services for Children in need of Care and Protection,2.0,Social Welfare,V,2014
5027,29071.0,10.0,Salaries,VISAKHAPATNAM,0.0,Not Applicable,2235021020010010013NVN,2235.0,Social Security and Welfare,P,102.0,Child Welfare,AUG,N,13.0,Dearness Allowance,10.0,Services for Children in need of Care and Protection,2.0,Social Welfare,V,2014
5028,10916.0,10.0,Salaries,VISAKHAPATNAM,0.0,Not Applicable,2235021020010010015NVN,2235.0,Social Security and Welfare,P,102.0,Child Welfare,AUG,N,15.0,Interim Relief,10.0,Services for Children in need of Care and Protection,2.0,Social Welfare,V,2014
5029,5020.0,10.0,Salaries,VISAKHAPATNAM,0.0,Not Applicable,2235021020010010016NVN,2235.0,Social Security and Welfare,P,102.0,Child Welfare,AUG,N,16.0,House Rent Allowance,10.0,Services for Children in need of Care and Protection,2.0,Social Welfare,V,2014
5030,0.0,10.0,Salaries,VISAKHAPATNAM,0.0,Not Applicable,2235021020010010018NVN,2235.0,Social Security and Welfare,P,102.0,Child Welfare,AUG,N,18.0,Encashment of Earned Leave,10.0,Services for Children in need of Care and Protection,2.0,Social Welfare,V,2014
5032,535.0,130.0,Office Expenses,VISAKHAPATNAM,0.0,Not Applicable,2235021020010130131NVN,2235.0,Social Security and Welfare,P,102.0,Child Welfare,AUG,N,131.0,"Service Postage, Telegram and Telephone Charges",10.0,Services for Children in need of Care and Protection,2.0,Social Welfare,V,2014
5033,20010.0,130.0,Office Expenses,VISAKHAPATNAM,0.0,Not Applicable,2235021020010130132NVN,2235.0,Social Security and Welfare,P,102.0,Child Welfare,AUG,N,132.0,Other Office Expenses,10.0,Services for Children in need of Care and Protection,2.0,Social Welfare,V,2014
5034,6300.0,130.0,Office Expenses,VISAKHAPATNAM,0.0,Not Applicable,2235021020010130133NVN,2235.0,Social Security and Welfare,P,102.0,Child Welfare,AUG,N,133.0,Water and Electricity Charges,10.0,Services for Children in need of Care and Protection,2.0,Social Welfare,V,2014
5035,9950.0,210.0,Supplies and Materials,VISAKHAPATNAM,0.0,Not Applicable,2235021020010210211NVN,2235.0,Social Security and Welfare,P,102.0,Child Welfare,AUG,N,211.0,Materials and Supplies,10.0,Services for Children in need of Care and Protection,2.0,Social Welfare,V,2014
5036,1500.0,210.0,Supplies and Materials,VISAKHAPATNAM,0.0,Not Applicable,2235021020010210212NVN,2235.0,Social Security and Welfare,P,102.0,Child Welfare,AUG,N,212.0,Drugs and Medicines,10.0,Services for Children in need of Care and Protection,2.0,Social Welfare,V,2014
5037,145647.0,230.0,Cost of Ration/Diet Charges,VISAKHAPATNAM,0.0,Not Applicable,2235021020010230000NVN,2235.0,Social Security and Welfare,P,102.0,Child Welfare,AUG,N,0.0,Not Applicable,10.0,Services for Children in need of Care and Protection,2.0,Social Welfare,V,2014
5038,15000.0,250.0,"Clothing, Tentage and Store",VISAKHAPATNAM,0.0,Not Applicable,2235021020010250000NVN,2235.0,Social Security and Welfare,P,102.0,Child Welfare,AUG,N,0.0,Not Applicable,10.0,Services for Children in need of Care and Protection,2.0,Social Welfare,V,2014
5039,22000.0,500.0,Other Charges,VISAKHAPATNAM,0.0,Not Applicable,2235021020010500504NVN,2235.0,Social Security and Welfare,P,102.0,Child Welfare,AUG,N,504.0,Cosmetic Charges,10.0,Services for Children in need of Care and Protection,2.0,Social Welfare,V,2014
5047,1265086.0,10.0,Salaries,VISAKHAPATNAM,12.0,Central Assistance to State Development Schemes,2235021021205010011NVN,2235.0,Social Security and Welfare,P,102.0,Child Welfare,AUG,P,11.0,Pay,5.0,Integrated Child Development Service (ICDS),2.0,Social Welfare,V,2014
5048,49610.0,10.0,Salaries,VISAKHAPATNAM,12.0,Central Assistance to State Development Schemes,2235021021205010012NVN,2235.0,Social Security and Welfare,P,102.0,Child Welfare,AUG,P,12.0,Allowances,5.0,Integrated Child Development Service (ICDS),2.0,Social Welfare,V,2014
5049,897671.0,10.0,Salaries,VISAKHAPATNAM,12.0,Central Assistance to State Development Schemes,2235021021205010013NVN,2235.0,Social Security and Welfare,P,102.0,Child Welfare,AUG,P,13.0,Dearness Allowance,5.0,Integrated Child Development Service (ICDS),2.0,Social Welfare,V,2014
5050,323211.0,10.0,Salaries,VISAKHAPATNAM,12.0,Central Assistance to State Development Schemes,2235021021205010015NVN,2235.0,Social Security and Welfare,P,102.0,Child Welfare,AUG,P,15.0,Interim Relief,5.0,Integrated Child Development Service (ICDS),2.0,Social Welfare,V,2014
5051,217788.0,10.0,Salaries,VISAKHAPATNAM,12.0,Central Assistance to State Development Schemes,2235021021205010016NVN,2235.0,Social Security and Welfare,P,102.0,Child Welfare,AUG,P,16.0,House Rent Allowance,5.0,Integrated Child Development Service (ICDS),2.0,Social Welfare,V,2014
5052,0.0,10.0,Salaries,VISAKHAPATNAM,12.0,Central Assistance to State Development Schemes,2235021021205010017NVN,2235.0,Social Security and Welfare,P,102.0,Child Welfare,AUG,P,17.0,Medical Reimbursement,5.0,Integrated Child Development Service (ICDS),2.0,Social Welfare,V,2014
5053,0.0,10.0,Salaries,VISAKHAPATNAM,12.0,Central Assistance to State Development Schemes,2235021021205010018NVN,2235.0,Social Security and Welfare,P,102.0,Child Welfare,AUG,P,18.0,Encashment of Earned Leave,5.0,Integrated Child Development Service (ICDS),2.0,Social Welfare,V,2014
5054,0.0,110.0,Domestic Travel Expenses,VISAKHAPATNAM,12.0,Central Assistance to State Development Schemes,2235021021205110111NVN,2235.0,Social Security and Welfare,P,102.0,Child Welfare,AUG,P,111.0,Travelling Allowance,5.0,Integrated Child Development Service (ICDS),2.0,Social Welfare,V,2014
5055,0.0,110.0,Domestic Travel Expenses,VISAKHAPATNAM,12.0,Central Assistance to State Development Schemes,2235021021205110114NVN,2235.0,Social Security and Welfare,P,102.0,Child Welfare,AUG,P,114.0,Fixed Travelling Allowance,5.0,Integrated Child Development Service (ICDS),2.0,Social Welfare,V,2014
5056,0.0,130.0,Office Expenses,VISAKHAPATNAM,12.0,Central Assistance to State Development Schemes,2235021021205130131NVN,2235.0,Social Security and Welfare,P,102.0,Child Welfare,AUG,P,131.0,"Service Postage, Telegram and Telephone Charges",5.0,Integrated Child Development Service (ICDS),2.0,Social Welfare,V,2014
5057,0.0,130.0,Office Expenses,VISAKHAPATNAM,12.0,Central Assistance to State Development Schemes,2235021021205130132NVN,2235.0,Social Security and Welfare,P,102.0,Child Welfare,AUG,P,132.0,Other Office Expenses,5.0,Integrated Child Development Service (ICDS),2.0,Social Welfare,V,2014
5058,0.0,130.0,Office Expenses,VISAKHAPATNAM,12.0,Central Assistance to State Development Schemes,2235021021205130133NVN,2235.0,Social Security and Welfare,P,102.0,Child Welfare,AUG,P,133.0,Water and Electricity Charges,5.0,Integrated Child Development Service (ICDS),2.0,Social Welfare,V,2014
5059,0.0,130.0,Office Expenses,VISAKHAPATNAM,12.0,Central Assistance to State Development Schemes,2235021021205130134NVN,2235.0,Social Security and Welfare,P,102.0,Child Welfare,AUG,P,134.0,Hiring of Private Vehicles,5.0,Integrated Child Development Service (ICDS),2.0,Social Welfare,V,2014
5060,0.0,140.0,"Rents, Rates and Taxes",VISAKHAPATNAM,12.0,Central Assistance to State Development Schemes,2235021021205140000NVN,2235.0,Social Security and Welfare,P,102.0,Child Welfare,AUG,P,0.0,Not Applicable,5.0,Integrated Child Development Service (ICDS),2.0,Social Welfare,V,2014
5061,0.0,210.0,Supplies and Materials,VISAKHAPATNAM,12.0,Central Assistance to State Development Schemes,2235021021205210211NVN,2235.0,Social Security and Welfare,P,102.0,Child Welfare,AUG,P,211.0,Materials and Supplies,5.0,Integrated Child Development Service (ICDS),2.0,Social Welfare,V,2014
5062,0.0,240.0,"Petrol, Oil and Lubricants",VISAKHAPATNAM,12.0,Central Assistance to State Development Schemes,2235021021205240000NVN,2235.0,Social Security and Welfare,P,102.0,Child Welfare,AUG,P,0.0,Not Applicable,5.0,Integrated Child Development Service (ICDS),2.0,Social Welfare,V,2014
5063,0.0,280.0,Professional Services,VISAKHAPATNAM,12.0,Central Assistance to State Development Schemes,2235021021205280283NVN,2235.0,Social Security and Welfare,P,102.0,Child Welfare,AUG,P,283.0,Payments to Anganwadi Workers,5.0,Integrated Child Development Service (ICDS),2.0,Social Welfare,V,2014
5064,0.0,300.0,Other Contractual Services,VISAKHAPATNAM,12.0,Central Assistance to State Development Schemes,2235021021205300000NVN,2235.0,Social Security and Welfare,P,102.0,Child Welfare,AUG,P,0.0,Not Applicable,5.0,Integrated Child Development Service (ICDS),2.0,Social Welfare,V,2014
5065,55573565.0,310.0,Grants-in-Aid,VISAKHAPATNAM,12.0,Central Assistance to State Development Schemes,2235021021205310312NVN,2235.0,Social Security and Welfare,P,102.0,Child Welfare,AUG,P,312.0,Other Grants-in-Aid,5.0,Integrated Child Development Service (ICDS),2.0,Social Welfare,V,2014
5066,0.0,310.0,Grants-in-Aid,VISAKHAPATNAM,12.0,Central Assistance to State Development Schemes,2235021021205310318NVN,2235.0,Social Security and Welfare,P,102.0,Child Welfare,AUG,P,318.0,Obsequies Charges,5.0,Integrated Child Development Service (ICDS),2.0,Social Welfare,V,2014
5067,0.0,510.0,Motor Vehicles,VISAKHAPATNAM,12.0,Central Assistance to State Development Schemes,2235021021205510511NVN,2235.0,Social Security and Welfare,P,102.0,Child Welfare,AUG,P,511.0,Maintenance of Office Vehicles,5.0,Integrated Child Development Service (ICDS),2.0,Social Welfare,V,2014
5172,0.0,280.0,Professional Services,VISAKHAPATNAM,11.0,State Development Schemes,2235027891108280283NVN,2235.0,Social Security and Welfare,P,789.0,Special Component Plan for Scheduled Castes,AUG,P,283.0,Payments to Anganwadi Workers,8.0,Integrated Child Development Service (ICDS),2.0,Social Welfare,V,2014
